block_size,topic,paraphrase_idx,feature,mean,std,metric,metric_name
8,cooking_techniques,2,mean_depth_excess,-0.0127261830050143,0.5200969418127914,0.5200969418127914,std
8,cooking_techniques,2,isolated_frac,0.0028046312716345427,0.005983607506511757,0.005983607506511757,std
8,cooking_techniques,2,d2_excess,0.16227760058264978,0.3819195806977498,0.3819195806977498,std
8,geography_capitals,0,drift,0.622910550118159,1.1093198787305028,1.1093198787305028,std
8,geography_capitals,0,timing_cv,0.864091433237605,0.10315144648685846,0.11937561526373126,cv
8,geography_capitals,0,mean_depth_excess,0.09840386577117546,1.183932465965993,1.183932465965993,std
8,geography_capitals,0,isolated_frac,0.004059879420950082,0.006546029667838972,0.006546029667838972,std
8,geography_capitals,0,d2_excess,0.03549822512745444,1.1502486649321726,1.1502486649321726,std
8,geography_capitals,1,drift,-0.5512658862068059,1.664733721362683,1.664733721362683,std
8,geography_capitals,1,timing_cv,0.8914250760833652,0.10417421620398078,0.11686255973602262,cv
8,geography_capitals,1,mean_depth_excess,0.31349428275734914,1.0827376996880944,1.0827376996880944,std
8,geography_capitals,1,isolated_frac,0.011944572855709946,0.013470894700119352,0.013470894700119352,std
8,geography_capitals,1,d2_excess,0.12424378794609113,1.1362867894096298,1.1362867894096298,std
8,geography_capitals,2,drift,-0.27264774877376335,1.4817147183443815,1.4817147183443815,std
8,geography_capitals,2,timing_cv,0.9222987369066104,0.11826600127551365,0.1282296034278197,cv
8,geography_capitals,2,mean_depth_excess,0.6316488578827306,0.566242741121774,0.566242741121774,std
8,geography_capitals,2,isolated_frac,0.004386870287982846,0.00733070764614821,0.00733070764614821,std
8,geography_capitals,2,d2_excess,0.3587856325382024,0.5937151989352436,0.5937151989352436,std
8,language_grammar,0,drift,-0.8348593475225813,1.5617560551282947,1.5617560551282947,std
8,language_grammar,0,timing_cv,0.958490328464988,0.09153903731297038,0.0955033500020487,cv
8,language_grammar,0,mean_depth_excess,0.3932569790563885,1.0506932131157851,1.0506932131157851,std
8,language_grammar,0,isolated_frac,0.00989100716680592,0.011382398303463362,0.011382398303463362,std
8,language_grammar,0,d2_excess,0.23200625708300712,1.008755574012306,1.008755574012306,std
8,language_grammar,1,drift,-0.22786983382916723,1.1289181186872987,1.1289181186872987,std
8,language_grammar,1,timing_cv,0.9298897159661483,0.0868397164828598,0.09338711353811888,cv
8,language_grammar,1,mean_depth_excess,-0.13192212241818557,0.846148760669237,0.846148760669237,std
8,language_grammar,1,isolated_frac,0.006932077626879969,0.009914486893825724,0.009914486893825724,std
8,language_grammar,1,d2_excess,0.016481318809175152,0.702256568064746,0.702256568064746,std
8,language_grammar,2,drift,-0.6209204205650666,1.20916572426845,1.20916572426845,std
8,language_grammar,2,timing_cv,0.9029304892240705,0.09824814213870717,0.10881030523527487,cv
8,language_grammar,2,mean_depth_excess,-0.02437691392509871,0.8262961995455225,0.8262961995455225,std
8,language_grammar,2,isolated_frac,0.005158620087563708,0.007533704438211989,0.007533704438211989,std
8,language_grammar,2,d2_excess,-0.34483990123813146,0.8540954882912034,0.8540954882912034,std
8,math_pythag,0,drift,0.011940777318558627,1.2027660926353547,1.2027660926353547,std
8,math_pythag,0,timing_cv,0.9271381168285018,0.09727650610174703,0.10492126721583256,cv
8,math_pythag,0,mean_depth_excess,0.2924034724250938,0.20411602655712446,0.20411602655712446,std
8,math_pythag,0,isolated_frac,0.004077355851462244,0.006683447883616627,0.006683447883616627,std
8,math_pythag,0,d2_excess,0.6098087959394891,0.011723990273588784,0.011723990273588784,std
8,math_pythag,1,drift,0.02587168419021074,0.9672605723304939,0.9672605723304939,std
8,math_pythag,1,timing_cv,0.8659565124857633,0.07388823452918401,0.08532557173926071,cv
8,math_pythag,1,mean_depth_excess,0.5716027831407575,0.6129149700120596,0.6129149700120596,std
8,math_pythag,1,isolated_frac,0.005386696139480392,0.007884782349075364,0.007884782349075364,std
8,math_pythag,1,d2_excess,0.4665481016751183,0.45685181163826544,0.45685181163826544,std
8,math_pythag,2,drift,0.4388235664570416,1.2200130297961438,1.2200130297961438,std
8,math_pythag,2,timing_cv,0.8479428088174469,0.09446085141765694,0.1114000265529622,cv
8,math_pythag,2,mean_depth_excess,-0.9770482191596929,0.7181244711596795,0.7181244711596795,std
8,math_pythag,2,isolated_frac,0.0028704127705159615,0.005309265063482067,0.005309265063482067,std
8,math_pythag,2,d2_excess,-0.8582963718316726,0.6586387466465888,0.6586387466465888,std
8,music_notation,0,drift,-0.2825983965392293,1.2847781340186797,1.2847781340186797,std
8,music_notation,0,timing_cv,0.8817083774662694,0.10498599974921004,0.11907111515817075,cv
8,music_notation,0,mean_depth_excess,-0.7915327345091182,0.9902436760318181,0.9902436760318181,std
8,music_notation,0,isolated_frac,0.004428475849048121,0.00906465089812118,0.00906465089812118,std
8,music_notation,0,d2_excess,-1.0674823413327448,1.0827876477754415,1.0827876477754415,std
8,music_notation,1,drift,-0.47663602796581245,1.1041485736621592,1.1041485736621592,std
8,music_notation,1,timing_cv,0.9128331266433712,0.11238602609300564,0.1231178216617384,cv
8,music_notation,1,mean_depth_excess,0.04373505145385626,0.92877137765927,0.92877137765927,std
8,music_notation,1,isolated_frac,0.006356636696494359,0.010698342476735628,0.010698342476735628,std
8,music_notation,1,d2_excess,0.15593863180988993,0.8586339984650968,0.8586339984650968,std
8,music_notation,2,drift,-0.5363399145586072,1.1937452824721824,1.1937452824721824,std
8,music_notation,2,timing_cv,0.9202530403977618,0.13310802489839021,0.1446428526232924,cv
8,music_notation,2,mean_depth_excess,0.18354382249486917,0.7109059514648152,0.7109059514648152,std
8,music_notation,2,isolated_frac,0.006705998775178561,0.01093626616018358,0.01093626616018358,std
8,music_notation,2,d2_excess,0.40949738272028047,0.518840251038101,0.518840251038101,std
8,physics_motion,0,drift,-0.31742566371835956,1.3215340496555275,1.3215340496555275,std
8,physics_motion,0,timing_cv,0.9085098683373004,0.09188614137191124,0.10113939823248776,cv
8,physics_motion,0,mean_depth_excess,-0.2448445913359267,1.0385858895416598,1.0385858895416598,std
8,physics_motion,0,isolated_frac,0.005812730727445028,0.010730373795850782,0.010730373795850782,std
8,physics_motion,0,d2_excess,-0.16734877560085798,1.0491737868733115,1.0491737868733115,std
8,physics_motion,1,drift,-0.5178830678968561,1.1674659236742873,1.1674659236742873,std
8,physics_motion,1,timing_cv,0.8673554619279369,0.1002341019715553,0.11556288784849218,cv
8,physics_motion,1,mean_depth_excess,-0.16141032474693523,1.2103040624357653,1.2103040624357653,std
8,physics_motion,1,isolated_frac,0.0063902083710845525,0.007385869751526592,0.007385869751526592,std
8,physics_motion,1,d2_excess,-0.1123428852823942,0.9503569336324583,0.9503569336324583,std
8,physics_motion,2,drift,-0.45313191169221223,1.2940219166315634,1.2940219166315634,std
8,physics_motion,2,timing_cv,0.8965438591515594,0.11952685019564913,0.13331957937759215,cv
8,physics_motion,2,mean_depth_excess,0.4595147167027041,0.4521509708126024,0.4521509708126024,std
8,physics_motion,2,isolated_frac,0.004669978198322714,0.00851953257275238,0.00851953257275238,std
8,physics_motion,2,d2_excess,0.5799937841945086,0.17351309105449472,0.17351309105449472,std
8,weather_clouds,0,drift,-0.8249086997571154,1.2223615900787919,1.2223615900787919,std
8,weather_clouds,0,timing_cv,0.8890032898810212,0.06567253999414419,0.07387210007168073,cv
8,weather_clouds,0,mean_depth_excess,0.04104642124152913,0.5304891210020367,0.5304891210020367,std
8,weather_clouds,0,isolated_frac,0.00406140569970206,0.0063367859913535714,0.0063367859913535714,std
8,weather_clouds,0,d2_excess,-0.16734877560085806,0.5150206149298983,0.5150206149298983,std
8,weather_clouds,1,drift,-1.1184528088383567,1.0988830272242522,1.0988830272242522,std
8,weather_clouds,1,timing_cv,0.8855212820419069,0.0902434844343244,0.10191001194938379,cv
8,weather_clouds,1,mean_depth_excess,0.3816062481363041,0.40021921015424533,0.40021921015424533,std
8,weather_clouds,1,isolated_frac,0.007671370398484866,0.01141869339716829,0.01141869339716829,std
8,weather_clouds,1,d2_excess,0.13058275671885092,0.3923880112292461,0.3923880112292461,std
8,weather_clouds,2,drift,-0.8398346714053143,0.9743823819631525,0.9743823819631525,std
8,weather_clouds,2,timing_cv,0.8840942002259303,0.08860953157687064,0.1002263464167353,cv
8,weather_clouds,2,mean_depth_excess,0.018641169472136006,0.532587686569908,0.532587686569908,std
8,weather_clouds,2,isolated_frac,0.006677625009203114,0.008345026240064668,0.008345026240064668,std
8,weather_clouds,2,d2_excess,-0.04056940014566273,0.3624870440217369,0.3624870440217369,std
16,astronomy_solar,0,drift,-0.21880986379871023,1.0924603584067178,1.0924603584067178,std
16,astronomy_solar,0,timing_cv,0.8838111091417511,0.11890961979398794,0.1345418931308279,cv
16,astronomy_solar,0,mean_depth_excess,0.15897409570013948,1.130177543031909,1.130177543031909,std
16,astronomy_solar,0,isolated_frac,0.009663486877934491,0.011210201126825439,0.011210201126825439,std
16,astronomy_solar,0,d2_excess,0.503779811645607,0.9561984989990227,0.9561984989990227,std
16,astronomy_solar,1,drift,-1.7605590879647086,1.3274891407017886,1.3274891407017886,std
16,astronomy_solar,1,timing_cv,0.9188582840015921,0.15303454456180432,0.1665485823290887,cv
16,astronomy_solar,1,mean_depth_excess,-1.2894709714219519,1.901188612113576,1.901188612113576,std
