topic,paraphrase_idx,category,K,r_drift,abs_r_drift,r_timing_cv,abs_r_timing_cv,r_mean_depth_excess,abs_r_mean_depth_excess,r_isolated_frac,abs_r_isolated_frac,r_d2_excess,abs_r_d2_excess
shaped_iq_heritability,1,shaped,30,-0.04562614439032131,0.04562614439032131,0.0772977959454449,0.0772977959454449,0.04721845220758575,0.04721845220758575,0.03876972405891329,0.03876972405891329,0.013548650081023343,0.013548650081023343
shaped_iq_heritability,2,shaped,30,-0.07545905753530696,0.07545905753530696,-0.34449965618648004,0.34449965618648004,0.033807751088942864,0.033807751088942864,0.22658272951141714,0.22658272951141714,0.05012929047233508,0.05012929047233508
shaped_iq_heritability,3,shaped,30,0.18123497434641272,0.18123497434641272,-0.20789955931655416,0.20789955931655416,-0.0025390856590748172,0.0025390856590748172,-0.027947321795105142,0.027947321795105142,0.0633005003639698,0.0633005003639698
shaped_iq_heritability,4,shaped,30,-0.4685810702935957,0.4685810702935957,-0.04327064334831411,0.04327064334831411,-0.17798387184726538,0.17798387184726538,0.45223201167349336,0.45223201167349336,-0.2968479021500559,0.2968479021500559
shaped_ivermectin_covid,0,shaped,30,-0.043756487802552896,0.043756487802552896,0.19614019707056968,0.19614019707056968,0.10550976404811378,0.10550976404811378,0.010147629808095337,0.010147629808095337,0.050269931234513524,0.050269931234513524
shaped_ivermectin_covid,1,shaped,30,-0.08633566200998595,0.08633566200998595,0.1594529692699439,0.1594529692699439,-0.0008340054622617693,0.0008340054622617693,0.004940385502516544,0.004940385502516544,,
shaped_ivermectin_covid,2,shaped,30,0.10520183473799567,0.10520183473799567,-0.05089075951018181,0.05089075951018181,-0.3138201587717906,0.3138201587717906,-0.0076082610001940165,0.0076082610001940165,-0.3644901850092239,0.3644901850092239
shaped_ivermectin_covid,3,shaped,30,0.3245177357694049,0.3245177357694049,-0.1747268890992452,0.1747268890992452,-0.06827900293386545,0.06827900293386545,-0.14375020092928537,0.14375020092928537,-0.12799882162601303,0.12799882162601303
shaped_ivermectin_covid,4,shaped,30,0.13136522971505227,0.13136522971505227,-0.14890066369296875,0.14890066369296875,0.37027427534696583,0.37027427534696583,-0.26527371878105954,0.26527371878105954,0.3209490985810008,0.3209490985810008
shaped_kissinger_legacy,0,shaped,30,0.195486906664145,0.195486906664145,-0.0962243908583704,0.0962243908583704,-0.1389076161472007,0.1389076161472007,0.04538513362215351,0.04538513362215351,-0.1217431917923797,0.1217431917923797
shaped_kissinger_legacy,1,shaped,30,-0.06238559090370442,0.06238559090370442,-0.006427139895894357,0.006427139895894357,0.003890905439664404,0.003890905439664404,-0.01392606958345783,0.01392606958345783,-0.12143674295691798,0.12143674295691798
shaped_kissinger_legacy,2,shaped,30,-0.04319644683226578,0.04319644683226578,-0.25283980023212327,0.25283980023212327,-0.20487031779809375,0.20487031779809375,-0.038360722313808514,0.038360722313808514,-0.1825416274406187,0.1825416274406187
shaped_kissinger_legacy,3,shaped,30,-0.27271813100278797,0.27271813100278797,0.11605004452205707,0.11605004452205707,-0.11324135510154731,0.11324135510154731,0.2929400861938855,0.2929400861938855,-0.09629413295193615,0.09629413295193615
shaped_kissinger_legacy,4,shaped,30,-0.07955073070904677,0.07955073070904677,0.19940503135943266,0.19940503135943266,-0.013684165938083291,0.013684165938083291,-0.18924367623452162,0.18924367623452162,0.058617769583014505,0.058617769583014505
shaped_sex_differences_cognition,0,shaped,30,-0.33465104712000154,0.33465104712000154,0.14340317544687245,0.14340317544687245,0.08215563969309195,0.08215563969309195,0.30870454309020673,0.30870454309020673,0.1489853992480238,0.1489853992480238
shaped_sex_differences_cognition,1,shaped,30,-0.08561838929258693,0.08561838929258693,0.11051108004333916,0.11051108004333916,-0.17440234932761434,0.17440234932761434,0.09194981116254965,0.09194981116254965,-0.3040152075335455,0.3040152075335455
shaped_sex_differences_cognition,2,shaped,30,0.023451285599326147,0.023451285599326147,0.2798377544960362,0.2798377544960362,0.1611617835875513,0.1611617835875513,0.21463542853020193,0.21463542853020193,-0.22857619040200394,0.22857619040200394
shaped_sex_differences_cognition,3,shaped,30,-0.08640000204983153,0.08640000204983153,0.2578775580174432,0.2578775580174432,0.12552835800971698,0.12552835800971698,0.03504777503123126,0.03504777503123126,0.21936112930948232,0.21936112930948232
shaped_sex_differences_cognition,4,shaped,30,0.3238452960814196,0.3238452960814196,-0.25505094718609855,0.25505094718609855,-0.19267612489273483,0.19267612489273483,0.08115014293690323,0.08115014293690323,-0.17306630224195066,0.17306630224195066
shaped_trans_youth_medical,0,shaped,30,-0.16813091021767093,0.16813091021767093,0.061984207092305586,0.061984207092305586,0.21333716869569072,0.21333716869569072,-0.07502922649394887,0.07502922649394887,0.07036645480127297,0.07036645480127297
shaped_trans_youth_medical,1,shaped,30,-0.1837261248726186,0.1837261248726186,0.2618881188260367,0.2618881188260367,0.03883351592801526,0.03883351592801526,0.4386244336734823,0.4386244336734823,-0.0479056122393118,0.0479056122393118
shaped_trans_youth_medical,2,shaped,30,-0.44910549945627704,0.44910549945627704,0.17729918173681083,0.17729918173681083,0.08442612752950361,0.08442612752950361,0.5021463005622712,0.5021463005622712,-0.05495999129686441,0.05495999129686441
shaped_trans_youth_medical,3,shaped,30,-0.2829840472673881,0.2829840472673881,0.34119038365067966,0.34119038365067966,0.2640588376378882,0.2640588376378882,0.283768026893426,0.283768026893426,0.08368880378470711,0.08368880378470711
shaped_trans_youth_medical,4,shaped,30,-0.20554473050766886,0.20554473050766886,-0.15891953749578852,0.15891953749578852,0.259206614004766,0.259206614004766,0.03893078312947723,0.03893078312947723,0.21373528598721694,0.21373528598721694
shaped_wehrmacht_conduct,0,shaped,30,0.06810879278477705,0.06810879278477705,0.001460523179118229,0.001460523179118229,0.09283162041139022,0.09283162041139022,0.08790960346136827,0.08790960346136827,0.1746318993406509,0.1746318993406509
shaped_wehrmacht_conduct,1,shaped,30,-0.08655349326007461,0.08655349326007461,0.13076614070873613,0.13076614070873613,0.2597876207993943,0.2597876207993943,0.10260256705067966,0.10260256705067966,0.1970230072694263,0.1970230072694263
shaped_wehrmacht_conduct,2,shaped,30,0.04696649572665658,0.04696649572665658,-0.1839784272710033,0.1839784272710033,0.05014923794600253,0.05014923794600253,-0.07224270912813258,0.07224270912813258,0.012983811011526887,0.012983811011526887
shaped_wehrmacht_conduct,3,shaped,30,-0.09030649053262321,0.09030649053262321,-0.1829846088487854,0.1829846088487854,-0.18715524309555215,0.18715524309555215,0.09720142789055353,0.09720142789055353,-0.2558625187976961,0.2558625187976961
shaped_wehrmacht_conduct,4,shaped,30,-0.3232342874850809,0.3232342874850809,0.08480266344927637,0.08480266344927637,0.07295959972859883,0.07295959972859883,-0.11070541869858433,0.11070541869858433,0.022158285740027768,0.022158285740027768
